 0,0,2.5,8.6600000000000001421,2.5,0,0,0
 0.25,0,2.5000001507639098008,8.6568687275342899312,2.5000000305615781571,1.9870672008706355458e-06,-0.017766549280130033289,4.0892741919873039772e-07
 0.5,0,2.5000007027410875438,8.6505622944532092333,2.5000001121748822719,2.18786906025862737e-06,-0.030120208568590680492,2.1345988802872179967e-07
 0.75,0,2.500000967952616282,8.6414735269552700458,2.5000001597811625231,4.6122519759989091725e-07,-0.041044199687034148283,2.0153674815091670634e-07
 1,0,2.5000009672375558267,8.6297131462543319458,2.5000002176914253305,1.5754648449684904269e-06,-0.051214525038029416748,4.959203918485198593e-07
 1.25,0,2.500001601052429745,8.6155562915747978536,2.5000003708223075272,4.4598930553728886455e-06,-0.060145715232036073283,8.9861113211757484475e-07
 1.5,0,2.5000028350566929625,8.5993177613468638754,2.5000006310935471987,4.1035256181384468388e-06,-0.068102530778471337403,9.6195693564382362037e-07
 1.75,0,2.5000039291780256079,8.5811833763705003264,2.5000008705944449794,2.2703793436391253529e-06,-0.075467363971382872556,6.9417378090360620046e-07
 2,0,2.5000037132508241555,8.5612765186426997843,2.5000009578438442404,-3.1636610104543875476e-06,-0.082319952489837172616,2.3449848211963717144e-07
 2.25,0,2.5000030815262466177,8.5397248629657429575,2.5000010446549607579,2.4983659227913544286e-06,-0.088667795945714805717,9.1606537756117625031e-07
 2.5,0,2.5000042055712743405,8.5166440061209272017,2.5000013477119922278,4.5866262003979619297e-06,-0.094604828704016277752,1.3406303054910974763e-06
 2.75,0,2.5000051119479511641,8.4921271076506918973,2.5000016494582779636,-2.3154139135503307116e-06,-0.100175318589486681,5.29009534304264082e-07
 3,0,2.5000042400087583161,8.4662687649513603816,2.500001762775167613,1.4199770584040893054e-06,-0.10538888750469906086,9.2066397159441679768e-07
 3.25,0,2.5000050056953249111,8.4391421077882746715,2.500002047600955013,3.7300808656914351334e-06,-0.11034685395240359518,1.2922875318586515694e-06
 3.5,0,2.5000056040678964031,8.4108111487756413993,2.5000023369578419086,-1.5771691608951023357e-06,-0.11501426000270953409,8.5085445404354811709e-07
 3.75,0,2.5000051276160091263,8.3813542058838521598,2.5000025097970230981,1.9227065566540249397e-06,-0.11941545227275118801,1.0156101047978706057e-06
 4,0,2.5000059908502283434,8.3508140101994925431,2.5000028262673450463,-1.1146896593114349216e-06,-0.12364386974735473712,7.8709184896765840225e-07
 4.25,0,2.5000055133980700894,8.3192561372593392122,2.5000030306515284018,2.234372743336626206e-06,-0.127600497662873541,1.1549932216873331757e-06
 4.5,0,2.5000062176627233512,8.2867249500445634425,2.5000033469633531347,1.1809699601705781222e-06,-0.13143485858637776742,1.0276838300474591747e-06
 4.75,0,2.5000062557639948224,8.2532654062694170705,2.5000036131140954687,2.2108141456986781272e-06,-0.13502081132611362668,1.4848009030641944577e-06
 5,0,2.5000067332557400768,8.2189277847637338681,2.500003971221228749,1.7177647202757403725e-06,-0.13850176432489585965,1.382525525919751201e-06
 5.25,0,2.5000069770996504737,8.1837417594223396122,2.5000043077951983328,1.8445130991964405552e-06,-0.14176258623937243453,1.6034019917350643969e-06
 5.5,0,2.5000073083160683218,8.1477590075385322166,2.5000046761860517108,1.5157991074353440156e-06,-0.1449371521157345466,1.4947000949881481936e-06
 5.75,0,2.500007573079116252,8.1110007519587998814,2.5000050454422821922,2.0798732800325974694e-06,-0.14790458972698086737,1.7605876508625215963e-06
 6,0,2.5000079399517285417,8.0735157856846662128,2.5000054459008285157,8.4608251031597570417e-07,-0.15081470433831178912,1.4828727564383241794e-06
 6.25,0,2.5000080436197036349,8.0353229224213684745,2.5000058174707056047,2.8536146331424481961e-06,-0.15351108672496066587,1.8479961015786847259e-06
 6.5,0,2.5000085668181215581,7.996463540468679021,2.500006241180180222,-5.512414743148293399e-07,-0.15618748542105340138,1.2416735870068670177e-06
 6.75,0,2.5000083272986919347,7.95696032956557886,2.5000065516341640759,3.4234853653589434268e-06,-0.1586371248729064598,1.6021386444104817776e-06
 7,0,2.5000090510841843638,7.9168414415594936528,2.5000069787350525097,-2.1360687918390345714e-06,-0.1610929603642876351,1.1468706463297230458e-06
