du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000001 dc = 100.000000000001 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000001 2dc =  50.000000000000 
du = 100.000000000001 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
du = 100.000000000000 dc = 100.000000000000 2dc =  50.000000000000 
