 0,0,1.1
 0,1,1.1
 0.0001,0,1.099999995
 0.0001,1,1.099999995
 0.00021,0,1.099999978
 0.00021,1,1.099999978
 0.000331,0,1.099999945
 0.000331,1,1.099999945
 0.0004641,0,1.099999892
 0.0004641,1,1.099999892
 0.00061051,0,1.099999814
 0.00061051,1,1.099999814
 0.000771561,0,1.099999702
 0.000771561,1,1.099999702
 0.0009487171,0,1.09999955
 0.0009487171,1,1.09999955
 0.00114358881,0,1.099999346
 0.00114358881,1,1.099999346
 0.001357947691,0,1.099999078
 0.001357947691,1,1.099999078
 0.00159374246,0,1.09999873
 0.00159374246,1,1.09999873
 0.001853116706,0,1.099998283
 0.001853116706,1,1.099998283
 0.002138428377,0,1.099997714
 0.002138428377,1,1.099997714
 0.002452271214,0,1.099996993
 0.002452271214,1,1.099996993
 0.002797498336,0,1.099996087
 0.002797498336,1,1.099996087
 0.003177248169,0,1.099994953
 0.003177248169,1,1.099994953
 0.003594972986,0,1.099993538
 0.003594972986,1,1.099993538
 0.004054470285,0,1.099991781
 0.004054470285,1,1.099991781
 0.004559917313,0,1.099989604
 0.004559917313,1,1.099989604
 0.005115909045,0,1.099986914
 0.005115909045,1,1.099986914
 0.005727499949,0,1.099983598
 0.005727499949,1,1.099983598
 0.006400249944,0,1.099979518
 0.006400249944,1,1.099979518
 0.007140274939,0,1.099974508
 0.007140274939,1,1.099974508
 0.007954302433,0,1.099968365
 0.007954302433,1,1.099968365
 0.008849732676,0,1.099960841
 0.008849732676,1,1.099960841
 0.009834705943,0,1.099951639
 0.009834705943,1,1.099951639
 0.01091817654,0,1.099940397
 0.01091817654,1,1.099940397
 0.01210999419,0,1.099926674
 0.01210999419,1,1.099926674
 0.01342099361,0,1.099909938
 0.01342099361,1,1.099909938
 0.01486309297,0,1.099889544
 0.01486309297,1,1.099889544
 0.01644940227,0,1.099864709
 0.01644940227,1,1.099864709
 0.0181943425,0,1.099834483
 0.0181943425,1,1.099834483
 0.02011377675,0,1.099797718
 0.02011377675,1,1.099797718
 0.02222515442,0,1.099753021
 0.02222515442,1,1.099753021
 0.02454766986,0,1.099698706
 0.02454766986,1,1.099698706
 0.02710243685,0,1.099632729
 0.02710243685,1,1.099632729
 0.02991268053,0,1.099552616
 0.02991268053,1,1.099552616
 0.03300394859,0,1.09945537
 0.03300394859,1,1.09945537
 0.03640434344,0,1.099337362
 0.03640434344,1,1.099337362
 0.04014477779,0,1.099194198
 0.04014477779,1,1.099194198
 0.04425925557,0,1.099020559
 0.04425925557,1,1.099020559
 0.04878518112,0,1.098810003
 0.04878518112,1,1.098810003
 0.05376369924,0,1.098554732
 0.05376369924,1,1.098554732
 0.05924006916,0,1.098245307
 0.05924006916,1,1.098245307
 0.06526407608,0,1.0978703
 0.06526407608,1,1.0978703
 0.07189048369,0,1.097415879
 0.07189048369,1,1.097415879
 0.07917953205,0,1.096865301
 0.07917953205,1,1.096865301
 0.08719748526,0,1.096198299
 0.08719748526,1,1.096198299
 0.09601723378,0,1.095390345
 0.09601723378,1,1.095390345
